id,label,0
0,2
1,13
2,1
3,24
4,0
5,26
6,16
7,4
8,2
9,15
10,8
11,18
12,0
13,1
14,6
15,28
16,1
17,14
18,11
19,11
20,27
21,17
22,16
23,20
24,14
25,2
26,26
27,5
28,15
29,22
30,2
31,0
32,9
33,0
34,4
35,18
36,22
37,10
38,14
39,1
40,14
41,20
42,16
43,18
44,20
45,20
46,9
47,20
48,15
49,18
50,22
51,11
52,27
53,22
54,23
55,27
56,18
57,22
58,3
59,7
60,22
61,7
62,24
63,5
64,8
65,24
66,15
67,0
68,21
69,7
70,18
71,16
72,7
73,17
74,9
75,9
76,17
77,6
78,23
79,4
80,24
81,27
82,13
83,14
84,17
85,28
86,23
87,20
88,15
89,19
90,2
91,8
92,23
93,3
94,1
95,2
96,5
97,6
98,9
99,16
100,18
101,4
102,0
103,10
104,2
105,11
106,5
107,9
108,15
109,10
110,1
111,1
112,22
113,27
114,15
115,14
116,2
117,24
118,5
119,2
120,11
121,5
122,2
123,20
124,10
125,6
126,2
127,20
128,3
129,22
130,24
131,13
132,1
133,3
134,1
135,9
136,23
137,9
138,18
139,1
140,8
141,23
142,23
143,6
144,26
145,2
146,22
147,26
148,21
149,2
150,21
151,18
152,9
153,2
154,11
155,22
156,24
157,21
158,13
159,24
160,16
161,1
162,16
163,7
164,0
165,24
166,15
167,20
168,11
169,0
170,27
171,21
172,13
173,19
174,15
175,5
176,23
177,12
178,9
179,22
180,16
181,20
182,5
183,24
184,9
185,0
186,24
187,10
188,21
189,5
190,8
191,17
192,0
193,16
194,8
195,0
196,27
197,23
198,8
199,23
200,8
201,2
202,16
203,27
204,22
205,16
206,6
207,23
208,26
209,21
210,4
211,10
212,9
213,2
214,26
215,7
216,13
217,15
218,17
219,3
220,9
221,23
222,6
223,5
224,8
225,15
226,26
227,26
228,14
229,13
230,6
231,16
232,21
233,9
234,9
235,6
236,7
237,11
238,4
239,24
240,7
241,22
242,12
243,10
244,27
245,23
246,5
247,3
248,4
249,21
250,3
251,9
252,3
253,15
254,1
255,27
256,28
257,1
258,4
259,16
260,3
261,17
262,23
263,17
264,13
265,23
266,4
267,14
268,27
269,7
270,6
271,20
272,18
273,9
274,15
275,18
276,27
277,15
278,10
279,0
280,14
281,14
282,1
283,0
284,24
285,9
286,22
287,3
288,23
289,15
290,14
291,23
292,1
293,9
294,5
295,21
296,10
297,12
298,1
299,4
300,9
301,24
302,13
303,23
304,17
305,1
306,15
307,16
308,3
309,9
310,10
311,0
312,0
313,11
314,20
315,18
316,14
317,18
318,22
319,17
320,14
321,23
322,2
323,18
324,7
325,26
326,13
327,17
328,5
329,26
330,5
331,1
332,10
333,0
334,23
335,5
336,15
337,7
338,16
339,2
340,17
341,18
342,17
343,0
344,16
345,23
346,24
347,1
348,10
349,20
350,16
351,1
352,18
353,10
354,22
355,9
356,0
357,0
358,9
359,22
360,22
361,1
362,27
363,2
364,7
365,7
366,21
367,25
368,18
369,23
370,5
371,14
372,5
373,16
374,3
375,22
376,23
377,5
378,26
379,0
380,9
381,28
382,17
383,24
384,10
385,1
386,6
387,4
388,10
389,7
390,21
391,23
392,21
393,27
394,9
395,14
396,4
397,10
398,6
399,0
400,14
401,4
402,16
403,15
404,7
405,9
406,11
407,17
408,5
409,21
410,27
411,1
412,9
413,2
414,27
415,14
416,9
417,16
418,9
419,18
420,13
421,28
422,0
423,26
424,1
425,8
426,1
427,22
428,24
429,15
430,27
431,12
432,2
433,23
434,20
435,16
436,23
437,28
438,10
439,5
440,5
441,0
442,24
443,8
444,0
445,10
446,28
447,10
448,22
449,23
450,0
451,1
452,7
453,15
454,27
455,24
456,24
457,15
458,9
459,9
460,7
461,5
462,3
463,21
464,2
465,2
466,16
467,23
468,27
469,10
470,8
471,18
472,16
473,24
474,10
475,5
476,5
477,22
478,9
479,17
480,9
481,10
482,15
483,9
484,23
485,0
486,0
487,2
488,26
489,2
490,1
491,4
492,1
493,10
494,7
495,15
496,20
497,7
498,26
499,17
500,4
501,1
502,15
503,3
504,0
505,15
506,1
507,13
508,27
509,23
510,16
511,22
512,3
513,18
514,6
515,5
516,8
517,17
518,20
519,14
520,13
521,26
522,16
523,7
524,9
525,1
526,9
527,18
528,25
529,22
530,8
531,1
532,6
533,11
534,15
535,3
536,13
537,22
538,21
539,10
540,5
541,20
542,16
543,24
544,24
545,17
546,0
547,9
548,22
549,5
550,23
551,20
552,1
553,24
554,5
555,1
556,3
557,14
558,24
559,15
560,5
561,2
562,9
563,1
564,23
565,23
566,0
567,27
568,16
569,24
570,9
571,3
572,11
573,12
574,1
575,6
576,22
577,6
578,16
579,6
580,4
581,15
582,2
583,5
584,11
585,9
586,21
587,18
588,5
589,15
590,5
591,26
592,9
593,18
594,20
595,23
596,20
597,10
598,20
599,3
600,5
601,12
602,21
603,0
604,4
605,24
606,11
607,4
608,28
609,16
610,2
611,8
612,24
613,9
614,20
615,4
616,0
617,25
618,20
619,18
620,23
621,4
622,26
623,4
624,28
625,1
626,18
627,20
628,5
629,9
630,12
631,14
632,7
633,10
634,3
635,8
636,10
637,2
638,23
639,24
640,23
641,17
642,9
643,5
644,21
645,3
646,20
647,9
648,27
649,7
650,20
651,13
652,21
653,26
654,11
655,28
656,22
657,15
658,17
659,20
660,14
661,5
662,12
663,11
664,24
665,0
666,17
667,20
668,27
669,17
670,9
671,16
672,24
673,15
674,18
675,3
676,23
677,9
678,24
679,4
680,24
681,18
682,10
683,10
684,21
685,24
686,2
687,20
688,15
689,0
690,10
691,14
692,17
693,24
694,16
695,16
696,16
697,22
698,5
699,13
700,10
701,18
702,5
703,7
704,9
705,8
706,9
707,4
708,5
709,7
710,0
711,21
712,16
713,27
714,5
715,17
716,7
717,21
718,9
719,22
720,1
721,27
722,18
723,22
724,18
725,3
726,14
727,23
728,7
729,0
730,5
731,10
732,20
733,26
734,28
735,18
736,17
737,14
738,22
739,14
740,4
741,10
742,17
743,20
744,21
745,11
746,11
747,27
748,6
749,22
750,22
751,4
752,1
753,7
754,20
755,0
756,27
757,6
758,16
759,14
760,23
761,23
762,14
763,2
764,17
765,14
766,22
767,9
768,10
769,18
770,1
771,8
772,0
773,18
774,24
775,19
776,23
777,22
778,14
779,6
780,16
781,17
782,8
783,22
784,26
785,15
786,11
787,27
788,23
789,20
790,17
791,14
792,21
793,19
794,27
795,26
796,23
797,24
798,16
799,6
800,18
801,23
802,2
803,16
804,26
805,0
806,23
807,1
808,20
809,16
810,16
811,23
812,23
813,23
814,5
815,7
816,26
817,18
818,23
819,22
820,8
821,16
822,17
823,22
824,1
825,16
826,23
827,22
828,1
829,10
830,20
831,1
832,11
833,6
834,10
835,22
836,7
837,0
838,15
839,18
840,22
841,2
842,7
843,16
844,6
845,16
846,8
847,22
848,22
849,0
850,10
851,27
852,23
853,2
854,18
855,22
856,21
857,25
858,2
859,19
860,10
861,10
862,24
863,5
864,28
865,23
866,21
867,23
868,3
869,5
870,0
871,23
872,18
873,20
874,2
875,16
876,5
877,13
878,28
879,7
880,21
881,13
882,5
883,9
884,24
885,17
886,2
887,17
888,15
889,1
890,27
891,5
892,12
893,23
894,14
895,7
896,10
897,28
898,8
899,21
900,3
901,7
902,21
903,10
904,28
905,20
906,22
907,20
908,0
909,19
910,14
911,9
912,6
913,2
914,17
915,0
916,4
917,13
918,12
919,18
920,17
921,23
922,1
923,5
924,2
925,20
926,16
927,24
928,20
929,11
930,18
931,5
932,7
933,14
934,13
935,23
936,21
937,7
938,21
939,18
940,4
941,1
942,4
943,17
944,17
945,9
946,7
947,2
948,7
949,24
950,23
951,0
952,17
953,2
954,8
955,5
956,28
957,22
958,21
959,20
960,7
961,23
962,2
963,1
964,22
965,26
966,14
967,20
968,18
969,24
970,3
971,16
972,22
973,3
974,6
975,5
976,20
977,1
978,23
979,5
980,26
981,2
982,22
983,10
984,22
985,3
986,26
987,16
988,0
989,22
990,5
991,22
992,9
993,10
994,7
995,23
996,22
997,20
998,18
999,1
1000,11
1001,21
1002,17
1003,3
1004,21
1005,26
1006,5
1007,24
1008,20
1009,14
1010,3
1011,11
1012,8
1013,2
1014,20
1015,15
1016,22
1017,2
1018,8
1019,23
1020,8
1021,21
1022,23
1023,5
1024,10
1025,26
1026,4
1027,9
1028,1
1029,19
1030,22
1031,5
1032,21
1033,9
1034,23
1035,15
1036,21
1037,6
1038,18
1039,24
1040,23
1041,19
1042,15
1043,4
1044,21
1045,16
1046,17
1047,21
1048,26
1049,23
1050,2
1051,0
1052,16
1053,0
1054,15
1055,21
1056,0
1057,9
1058,24
1059,3
1060,6
1061,4
1062,0
1063,24
1064,10
1065,1
1066,24
1067,27
1068,20
1069,24
1070,17
1071,20
1072,22
1073,22
1074,28
1075,20
1076,7
1077,22
1078,11
1079,20
1080,1
1081,27
1082,24
1083,5
1084,25
1085,15
1086,0
1087,5
1088,0
1089,1
1090,24
1091,23
1092,6
1093,1
1094,14
1095,27
1096,26
1097,24
1098,9
1099,9
1100,2
1101,8
1102,15
1103,20
1104,24
1105,5
1106,24
1107,15
1108,11
1109,0
1110,23
1111,7
1112,21
1113,9
1114,0
1115,13
1116,5
1117,5
1118,24
1119,9
1120,0
1121,23
1122,0
1123,28
1124,24
1125,13
1126,5
1127,15
1128,1
1129,1
1130,7
1131,1
1132,0
1133,20
1134,2
1135,3
1136,26
1137,2
1138,26
1139,7
1140,5
1141,4
1142,22
1143,17
1144,1
1145,14
1146,15
1147,1
1148,24
1149,9
1150,10
1151,27
1152,27
1153,0
1154,15
1155,0
1156,19
1157,24
1158,20
1159,14
1160,14
1161,26
1162,26
1163,0
1164,2
1165,16
1166,15
1167,9
1168,17
1169,18
1170,24
1171,5
1172,9
1173,10
1174,5
1175,7
1176,20
1177,0
1178,12
1179,9
1180,24
1181,20
1182,0
1183,22
1184,23
1185,9
1186,17
1187,28
1188,6
1189,8
1190,7
1191,17
1192,23
1193,1
1194,21
1195,14
1196,21
1197,6
1198,4
1199,13
1200,15
1201,5
1202,21
1203,5
1204,7
1205,23
1206,2
1207,27
1208,28
1209,15
1210,27
1211,11
1212,13
1213,18
1214,10
1215,3
1216,4
1217,20
1218,4
1219,22
1220,5
1221,18
1222,16
1223,10
1224,2
1225,22
1226,0
1227,9
1228,2
1229,5
1230,24
1231,28
1232,21
1233,3
1234,4
1235,17
1236,21
1237,22
1238,2
1239,15
1240,21
1241,18
1242,4
1243,18
1244,15
1245,5
1246,9
1247,17
1248,23
1249,16
1250,16
1251,23
1252,7
1253,17
1254,15
1255,5
1256,0
1257,21
1258,20
1259,18
1260,25
1261,7
1262,9
1263,0
1264,5
1265,28
1266,10
1267,5
1268,21
1269,1
1270,11
1271,17
1272,1
1273,18
1274,11
1275,2
1276,27
1277,6
1278,0
1279,1
1280,4
1281,7
1282,8
1283,5
1284,0
1285,23
1286,18
1287,28
1288,10
1289,21
1290,19
1291,16
1292,8
1293,9
1294,28
1295,9
1296,2
1297,0
1298,28
1299,19
1300,13
1301,16
1302,7
1303,10
1304,13
1305,1
1306,22
1307,14
1308,23
1309,7
1310,22
1311,1
1312,16
1313,1
1314,11
1315,20
1316,26
1317,20
1318,14
1319,9
