1.783303089137197039e+00,3.785605612868786496e-01,-1.383317502043625025e+00,5.212600464108839704e-01,2.639696892158817754e+00,-6.704158747401917751e+00,-1.843592131456411565e+01,2.845683418657249941e+00,-2.697320621468488611e+00,-9.342852659278799266e+00,-4.421538863798046393e+00,-6.105114602691271486e+00,3.681319342741115719e+00,3.385909808315163527e+00,-7.680007410324389827e-01,7.695803267851678564e-01,3.075119738021996757e-02,-3.401227837833898260e+00,-1.251059386978759180e+00,-1.495150060298876760e+00,0.000000000000000000e+00
-3.400856042256626743e+00,-8.884524287341722948e-01,3.513662404182282262e-01,-5.289565405946022869e-02,1.975293976886290048e+00,-1.147964281486344662e+00,2.438151161900108388e+00,3.174811935945029973e-01,-1.264658175346064795e+01,1.723618103671660795e-01,3.783581287741329291e+00,6.145066830624435816e+00,2.352283878624002345e+00,-1.535158796111896073e+01,-1.086962541279353281e-02,1.648808305689587694e+00,3.620732962640889618e-01,-8.479225573760919010e-01,4.245191356350346723e+00,-1.026570838813817588e+01,0.000000000000000000e+00
8.985168494994328015e+00,4.138119893816886830e+00,2.539776445198312693e+00,-5.441114617125790698e-01,-6.327835316078376238e-01,9.074036968160113403e+00,2.698635647291430129e+00,2.827047046086503812e+00,-7.467230635249404003e+00,6.006516153439731553e+00,6.500351055100219710e+00,4.069961376480565107e+00,8.961342634324278578e+00,3.538798870119976847e-01,1.816728338874248116e+00,2.277356493700288809e+00,-1.730739449185546119e+00,-1.721931448604679282e+00,-8.929511304430668428e-01,-1.634123773541381830e+00,1.000000000000000000e+00
2.101105151700690676e+00,8.743012130254050884e-01,2.108764767324781797e+00,-1.965226044634445224e-01,2.740123847740861152e+00,-8.902911456272629920e+00,2.656737468574593031e+00,2.801227092790249951e-01,8.692397864650132089e-01,1.047939452316109943e+01,-3.820580719304411677e+00,-5.813579978117970448e+00,2.169548791264835241e+00,2.955944457460647268e+00,2.135755264564546341e+00,-1.825434722210678817e+00,3.166118318661882647e+00,9.716688804146794700e-01,6.635869629200468189e+00,-1.311998780915463403e+00,0.000000000000000000e+00
6.274891454748869890e+00,2.951801259722682591e+00,3.075735786945475336e+00,5.210284049575256149e-03,-2.816743634758767101e-01,6.159349191377708976e+00,-4.841131771734911382e+00,-3.806751200715012828e+00,6.514992887481792394e+00,1.229312694684888463e+01,1.310718464206270184e+01,1.387773695216961034e+00,3.851549178419244157e+00,2.696848032280135143e+00,-6.959771798207807780e-01,4.206711613296109653e-01,2.929994336671774668e+00,-1.758938241837002980e+00,-1.641544970289854355e-01,1.247954309715156107e+01,1.000000000000000000e+00
8.501752320577686817e-01,-2.218489979551871105e+00,-1.355027301489595271e-01,1.437667325358729542e+00,6.252520735434631050e+00,4.886018188541303431e-01,8.279727532845770455e+00,3.469645254429693626e+00,6.261126472882423855e+00,6.420706831244773483e-01,1.040414294612015667e+01,4.011743568800823390e+00,3.257830214477297037e+00,-2.515172018712732438e-01,-1.635198989498251709e+00,4.525254990730782079e-01,8.568291787908535184e-01,6.306783601395030692e-01,2.568160031691612222e+00,-6.310547753471995591e-01,1.000000000000000000e+00
-6.437755138776608543e-01,2.535364113939763797e+00,-5.292988129044390533e+00,-1.005182446998613699e+00,7.453325023948172756e+00,1.073881441894331523e+01,1.461119451260712854e+00,-3.212507790966203092e-01,-1.806028580920479853e-01,-1.746473756025522661e+01,1.172390956700516407e+00,2.001932683045418937e+00,1.091392260470750131e+01,2.139281906474035821e+00,1.851022669543135990e+00,3.898589344442235372e-01,-2.815947078620441649e-02,-2.673851476447833164e+00,7.429818567666275353e-01,3.545561473229589255e-01,0.000000000000000000e+00
-5.793437430836407387e+00,3.419207893196863246e+00,-3.304318626560782679e-01,-8.241161276470183594e-01,-7.854453933993315928e+00,2.235501536524724386e-01,9.791656403646278761e+00,9.309595653919580105e-01,3.048196840864541901e+00,1.290449147761045268e+01,3.548426368528072139e+00,5.248675737637812588e+00,-5.133555105469220337e+00,-2.863026281700578934e+00,-1.073911923874973917e+00,-7.895120273466860183e-02,-3.234952725344556468e-01,1.737604015279562653e+00,-2.625272243675213169e+00,8.359756805845670158e+00,1.000000000000000000e+00
6.683225481604712748e+00,4.389208103384873993e+00,1.536554677941293523e+00,-4.862086046327402378e-01,7.218754092272032352e+00,3.176299159325538746e+00,1.221678995700147397e+01,-7.103365454648413735e-01,9.617480115446571887e+00,7.241329400408949013e+00,2.348568667458036607e+00,3.764613409155768586e+00,4.497497075562106872e+00,9.244601208491904032e+00,-9.384179719665153296e-01,2.423197538834132470e+00,-3.575243046365124577e+00,-2.395547833591411546e-01,6.122889496674606136e+00,-3.505969616841375647e+00,1.000000000000000000e+00
-1.127076912095179217e+01,-7.024877188507006043e-01,5.019686466916541967e-01,-1.170603069038387067e+00,-7.706242941282465786e+00,-3.539179576742550459e+00,-3.242038544915973652e+00,4.723347268653964370e+00,8.301582379709796511e-01,-7.705963922416063205e+00,5.582837210971266728e+00,2.801567852512465429e+00,-9.649403606752765539e-01,4.395496270876155798e+00,-2.254831291345331223e+00,6.577284505350561306e-01,-1.233431026238506645e+00,5.503668988918357652e-01,-1.512858590655070889e+00,-3.012161105376671255e+00,0.000000000000000000e+00
-2.034575334591254059e+00,-2.615992677809907629e+00,3.687138320819240533e+00,-4.186831695635890305e-01,5.275783660285967791e+00,3.582970439333536650e+00,-7.567165982622725551e-02,-4.106594185030638666e-01,8.723556258798629059e+00,1.246110726081957587e+01,8.251651106725899076e-01,9.283229800006314036e-01,3.488232792836564400e+00,-1.396548585140591214e-01,-2.505842591423825816e-01,-9.456712451472104597e-01,2.696246165015012686e+00,2.428703931566682073e+00,4.822253760287299462e-01,5.360583268357857811e+00,1.000000000000000000e+00
